b,2567,125,u,g,cc,v,121,t,t,67,t,g,140,258,positive
a,2475,125,u,g,aa,v,15,t,t,12,t,g,120,567,positive
a,4417,6665,u,g,q,v,7375,t,t,3,t,g,0,0,positive
a,235,9,u,g,q,v,85,t,t,5,t,g,120,0,positive
b,3492,5,u,g,x,h,75,t,t,6,t,g,0,1000,positive
b,4767,25,u,g,m,bb,25,t,t,12,t,g,410,2510,positive
b,2275,11,u,g,q,v,25,t,t,7,t,g,100,809,positive
b,3442,425,u,g,i,bb,325,t,t,2,f,g,274,610,positive
a,2842,35,u,g,w,v,835,t,f,0,f,s,280,0,positive
b,6775,55,u,g,e,z,13,t,t,1,t,g,0,0,positive
b,2042,1835,u,g,c,v,225,t,t,1,f,g,100,150,positive
a,4742,8,u,g,e,bb,65,t,t,6,f,g,375,51100,positive
b,3625,5,u,g,c,bb,25,t,t,6,f,g,0,367,positive
b,3267,55,u,g,q,h,55,t,t,12,t,g,408,1000,positive
b,4858,65,u,g,q,h,6,t,f,0,t,g,350,0,positive
b,3992,54,y,p,aa,v,5,t,t,3,f,g,200,1000,positive
b,3358,275,u,g,m,v,425,t,t,6,f,g,204,0,positive
a,1883,95,u,g,w,v,1625,t,t,6,t,g,40,600,positive
a,2692,135,u,g,q,h,5,t,t,2,f,g,0,5000,positive
a,3125,375,u,g,cc,h,625,t,t,9,t,g,181,0,positive
a,565,16,u,g,j,ff,0,t,t,15,f,g,0,247,positive
b,43,29,y,p,cc,h,175,t,t,8,f,g,100,375,positive
b,2233,11,u,g,w,v,2,t,t,1,f,g,80,278,positive
b,2725,1665,u,g,cc,h,5085,t,t,9,f,g,399,827,positive
b,3283,25,u,g,cc,h,275,t,t,6,f,g,160,2072,positive
b,2325,15,u,g,q,v,2375,t,t,3,t,g,0,582,positive
a,4033,754,y,p,q,h,8,t,t,14,f,g,0,2300,positive
a,305,65,u,g,c,bb,4,t,t,7,t,g,0,3065,positive
a,5283,15,u,g,c,v,55,t,t,14,f,g,0,2200,positive
a,4667,46,u,g,cc,h,415,t,t,11,t,g,440,6,positive
a,5833,10,u,g,q,v,4,t,t,14,f,g,0,1602,positive
b,3733,65,u,g,m,h,425,t,t,12,t,g,93,0,positive
b,2308,25,u,g,c,v,1085,t,t,11,t,g,60,2184,positive
b,3275,15,u,g,cc,h,55,t,t,3,t,g,0,0,positive
a,2167,115,y,p,j,j,0,t,t,11,t,g,0,0,positive
a,285,304,y,p,x,h,254,t,t,1,f,g,70,0,positive
a,6867,15,u,g,e,z,0,t,t,14,f,g,0,3376,positive
b,28,2,u,g,k,h,4165,t,t,2,t,g,181,0,positive
b,3408,8,y,p,m,bb,4,t,t,1,t,g,280,2000,positive
b,2767,2,u,g,x,h,1,t,t,4,f,g,140,7544,positive
b,44,2,u,g,m,v,175,t,t,2,t,g,0,15,positive
b,2508,171,u,g,x,v,1665,t,t,1,t,g,395,20,positive
b,32,175,y,p,e,h,4,t,f,0,t,g,393,0,positive
a,6058,165,u,g,q,v,11,t,f,0,t,g,21,10561,positive
a,4083,10,u,g,q,h,175,t,f,0,f,g,29,837,positive
b,1933,95,u,g,q,v,1,t,f,0,t,g,60,400,positive
a,3233,54,u,g,cc,v,4,t,f,0,f,g,440,11177,positive
b,3667,325,u,g,q,h,9,t,f,0,t,g,102,639,positive
b,375,1125,y,p,d,v,15,f,f,0,t,g,431,0,positive
a,2508,254,y,p,aa,v,25,t,f,0,t,g,370,0,positive
b,4133,0,u,g,c,bb,15,t,f,0,f,g,0,0,positive
b,56,125,u,g,k,h,8,t,f,0,t,g,24,2028,positive
a,4983,13585,u,g,k,h,85,t,f,0,t,g,0,0,positive
b,2267,105,u,g,q,h,1335,t,f,0,f,g,100,0,positive
b,27,15,y,p,w,v,375,t,f,0,t,g,260,1065,positive
b,25,125,u,g,aa,v,3,t,f,0,t,s,20,0,positive
a,2608,8665,u,g,aa,v,1415,t,f,0,f,g,160,150,positive
a,1842,925,u,g,q,v,121,t,t,4,f,g,60,540,positive
b,2017,817,u,g,aa,v,196,t,t,14,f,g,60,158,positive
b,4767,29,u,g,c,bb,15,t,t,20,f,g,0,15000,positive
a,2125,2335,u,g,i,bb,5,t,t,4,f,s,80,0,positive
a,2067,3,u,g,q,v,165,t,t,3,f,g,100,6,positive
a,5708,195,u,g,c,v,55,t,t,7,f,g,0,3000,positive
a,2242,5665,u,g,q,v,2585,t,t,7,f,g,129,3257,positive
b,4875,85,u,g,c,h,125,t,t,9,f,g,181,1655,positive
b,40,65,u,g,aa,bb,35,t,t,1,f,g,0,500,positive
b,4058,5,u,g,c,v,5,t,t,7,f,g,0,3065,positive
a,2867,104,u,g,c,v,25,t,t,5,t,g,300,1430,positive
a,3308,4625,u,g,q,h,1625,t,t,2,f,g,0,0,positive
b,2133,105,u,g,c,v,3,t,f,0,t,g,0,0,positive
b,42,205,u,g,i,h,5125,t,f,0,f,g,400,0,positive
b,4175,96,u,g,x,v,25,t,f,0,f,g,510,600,positive
b,2267,1585,y,p,w,v,3085,t,t,6,f,g,80,0,positive
b,345,404,y,p,i,bb,85,t,t,7,t,g,195,0,positive
b,2825,504,y,p,c,bb,15,t,t,8,t,g,144,7,positive
b,3317,3165,y,p,x,v,3165,t,t,3,t,g,380,0,positive
b,4817,7625,u,g,w,h,155,t,t,12,f,g,0,790,positive
b,2758,204,y,p,aa,v,2,t,t,3,t,g,370,560,positive
b,2258,1004,u,g,x,v,4,t,t,9,f,g,60,396,positive
a,2408,5,u,g,q,h,125,t,t,1,f,g,0,678,positive
a,4133,1,u,g,i,bb,225,t,f,0,t,g,0,300,positive
b,2483,275,u,g,c,v,225,t,t,6,f,g,?,600,positive
a,2075,1025,u,g,q,v,71,t,t,2,t,g,49,0,positive
b,3633,2125,y,p,w,v,85,t,t,1,f,g,50,1187,positive
a,3542,12,u,g,q,h,14,t,t,8,f,g,0,6590,positive
a,7158,0,?,?,?,?,0,f,f,0,f,p,?,0,positive
b,2867,9335,u,g,q,h,5665,t,t,6,f,g,381,168,positive
b,3517,25,u,g,k,v,45,t,t,7,f,g,150,1270,positive
b,395,425,u,g,c,bb,65,t,t,16,f,g,117,1210,positive
b,3933,5875,u,g,cc,h,10,t,t,14,t,g,399,0,positive
b,2433,6625,y,p,d,v,55,t,f,0,t,s,100,0,positive
b,6008,145,u,g,ff,ff,18,t,t,15,t,g,0,1000,positive
b,2308,115,u,g,i,v,35,t,t,9,f,g,56,742,positive
b,2667,271,y,p,cc,v,525,t,t,1,f,g,211,0,positive
b,4817,35,u,g,aa,v,35,t,f,0,f,s,230,0,positive
b,4117,404,u,g,cc,h,7,t,t,8,f,g,320,0,positive
b,5592,115,u,g,ff,ff,5,t,t,5,f,g,0,8851,positive
b,5392,9625,u,g,e,v,8665,t,t,5,f,g,0,0,positive
a,1892,925,y,p,c,v,1,t,t,4,t,g,80,500,positive
a,5008,1254,u,g,aa,v,229,t,t,3,t,g,156,0,positive
b,6542,11,u,g,e,z,20,t,t,7,t,g,22,0,positive
a,1758,9,u,g,aa,v,1375,t,f,0,t,g,0,0,positive
a,1883,954,u,g,aa,v,85,t,f,0,f,g,100,0,positive
a,3775,55,u,g,q,v,125,t,f,0,t,g,228,0,positive
b,2325,4,u,g,c,bb,25,t,f,0,t,g,160,0,positive
b,1808,55,u,g,k,v,5,t,f,0,f,g,80,0,positive
a,225,846,y,p,x,v,246,f,f,0,f,g,164,0,positive
b,1967,375,u,g,q,v,2,t,t,2,t,g,80,0,positive
b,2208,11,u,g,cc,v,665,t,f,0,f,g,100,0,positive
b,2517,35,u,g,cc,v,625,t,t,7,f,g,0,7059,positive
a,4742,3,u,g,x,v,13875,t,t,2,t,g,519,1704,positive
b,335,175,u,g,x,h,45,t,t,4,t,g,253,857,positive
b,2767,1375,u,g,w,v,575,t,f,0,t,g,487,500,positive
a,5842,21,u,g,i,bb,10,t,t,13,f,g,0,6700,positive
a,2067,1835,u,g,q,v,2085,t,t,5,f,g,220,2503,positive
b,2617,25,u,g,i,bb,0,t,f,0,t,g,0,0,positive
b,2133,75,u,g,aa,v,1415,t,t,1,f,g,80,9800,positive
b,4283,4625,u,g,q,v,458,t,f,0,f,s,0,0,positive
b,3817,10125,u,g,x,v,25,t,t,6,f,g,520,196,positive
b,205,10,y,p,c,v,25,t,f,0,f,s,40,0,positive
b,4825,25085,u,g,w,v,175,t,t,3,f,g,120,14,positive
b,2833,5,u,g,w,v,11,t,f,0,t,g,70,0,positive
a,1875,75,u,g,q,v,271,t,t,5,f,g,?,26726,positive
b,185,2,u,g,i,v,15,t,t,2,f,g,120,300,positive
b,3317,304,y,p,c,h,204,t,t,1,t,g,180,18027,positive
b,45,85,u,g,cc,h,14,t,t,1,t,g,88,2000,positive
a,1967,21,u,g,q,h,29,t,t,11,f,g,80,99,positive
?,245,1275,u,g,c,bb,475,t,t,2,f,g,73,444,positive
b,2183,11,u,g,x,v,29,t,t,6,f,g,121,0,positive
b,4025,215,u,g,e,z,20,t,t,11,f,g,0,1200,positive
b,4142,5,u,g,q,h,5,t,t,6,t,g,470,0,positive
a,1783,11,u,g,x,h,1,t,t,11,f,g,0,3000,positive
b,2317,11125,u,g,x,h,46,t,t,1,f,g,100,0,positive
b,?,625,u,g,k,v,25,f,f,0,f,g,380,2010,negative
b,1817,1025,u,g,c,h,1085,f,f,0,f,g,320,13,negative
b,20,11045,u,g,c,v,2,f,f,0,t,g,136,0,negative
b,20,0,u,g,d,v,5,f,f,0,f,g,144,0,negative
a,2075,954,u,g,i,v,4,f,f,0,f,g,200,1000,negative
a,245,175,y,p,c,v,165,f,f,0,f,g,132,0,negative
b,3275,2335,u,g,d,h,575,f,f,0,t,g,292,0,negative
a,5217,0,y,p,ff,ff,0,f,f,0,f,g,0,0,negative
a,4817,1335,u,g,i,o,335,f,f,0,f,g,0,120,negative
a,2042,105,y,p,x,h,0,f,f,0,t,g,154,32,negative
b,5075,585,u,g,ff,ff,0,f,f,0,f,g,145,0,negative
b,1708,85,y,p,c,v,4,f,f,0,f,g,140,722,negative
b,1833,121,y,p,e,dd,0,f,f,0,f,g,100,0,negative
a,32,6,u,g,d,v,125,f,f,0,f,g,272,0,negative
b,5967,154,u,g,q,v,125,t,f,0,t,g,260,0,positive
b,18,165,u,g,q,n,21,f,f,0,f,g,200,40,positive
b,3758,0,?,?,?,?,0,f,f,0,f,p,?,0,positive
b,3233,25,u,g,c,v,125,f,f,0,t,g,280,0,negative
b,1808,675,y,p,m,v,4,f,f,0,f,g,140,0,negative
b,3825,10125,y,p,k,v,125,f,f,0,f,g,160,0,negative
b,3067,25,u,g,cc,h,225,f,f,0,t,s,340,0,negative
b,1858,571,u,g,d,v,54,f,f,0,f,g,120,0,negative
a,1917,5415,u,g,i,h,29,f,f,0,f,g,80,484,negative
a,1817,10,y,p,q,h,165,f,f,0,f,g,340,0,negative
b,2458,135,y,p,ff,ff,0,f,f,0,f,g,?,0,negative
b,1625,835,u,g,m,v,85,t,f,0,f,s,200,0,negative
b,2117,875,y,p,c,h,25,f,f,0,f,g,280,204,negative
b,2392,585,y,p,cc,h,125,f,f,0,f,g,240,1,negative
b,1767,446,u,g,c,v,25,f,f,0,f,s,80,0,negative
a,165,125,u,g,q,v,25,f,t,1,f,g,108,98,negative
b,2325,12625,u,g,c,v,125,f,t,2,f,g,0,5552,negative
b,1758,10,u,g,w,h,165,f,t,1,f,g,120,1,negative
a,?,15,u,g,ff,ff,0,f,t,2,t,g,200,105,negative
b,295,58,u,g,w,v,29,f,t,1,f,g,340,2803,negative
b,1883,415,y,p,c,v,165,f,t,1,f,g,200,1,negative
a,2175,175,y,p,j,j,0,f,f,0,f,g,160,0,negative
b,23,75,u,g,m,v,5,f,f,0,t,s,320,0,negative
a,1825,10,u,g,w,v,1,f,t,1,f,g,120,1,negative
b,2542,54,u,g,w,v,165,f,t,1,f,g,272,444,negative
b,3575,2415,u,g,w,v,125,f,t,2,f,g,220,1,negative
a,1608,335,u,g,ff,ff,0,f,t,1,f,g,160,126,negative
a,3192,3125,u,g,ff,ff,304,f,t,2,t,g,200,4,negative
b,6917,9,u,g,ff,ff,4,f,t,1,f,g,70,6,negative
b,3292,25,u,g,aa,v,175,f,t,2,t,g,720,0,negative
b,1633,275,u,g,aa,v,665,f,t,1,f,g,80,21,negative
b,2217,12125,u,g,c,v,3335,f,t,2,t,g,180,173,negative
a,5758,2,u,g,ff,ff,65,f,t,1,f,g,0,10,negative
b,1825,165,u,g,d,v,25,f,f,0,t,s,280,0,negative
b,2342,1,u,g,c,v,5,f,f,0,t,s,280,0,negative
a,1592,2875,u,g,q,v,85,f,f,0,f,g,120,0,negative
a,2475,13665,u,g,q,h,15,f,f,0,f,g,280,1,negative
b,4875,26335,y,p,ff,ff,0,t,f,0,t,g,0,0,negative
b,235,275,u,g,ff,ff,45,f,f,0,f,g,160,25,negative
b,1858,1029,u,g,ff,ff,415,f,f,0,f,g,80,0,negative
b,2775,129,u,g,k,h,25,f,f,0,t,s,140,0,negative
a,3175,3,y,p,j,j,0,f,f,0,f,g,160,20,negative
a,2483,45,u,g,w,v,1,f,f,0,t,g,360,6,negative
b,19,175,y,p,c,v,2335,f,f,0,t,g,112,6,negative
a,1633,21,u,g,aa,v,125,f,f,0,f,g,200,1,negative
a,1858,10,u,g,d,v,415,f,f,0,f,g,80,42,negative
b,1625,0,y,p,aa,v,25,f,f,0,f,g,60,0,negative
b,23,75,u,g,m,v,5,t,f,0,t,s,320,0,negative
b,2117,25,y,p,c,h,25,f,f,0,f,g,280,204,negative
b,175,22,l,gg,ff,o,0,f,f,0,t,p,450,100000,positive
b,1917,0,y,p,m,bb,0,f,f,0,t,s,500,1,positive
b,3675,125,y,p,c,v,15,f,f,0,t,g,232,113,positive
b,2125,15,u,g,w,v,15,f,f,0,f,g,150,8,positive
a,1808,375,l,gg,cc,ff,10,f,f,0,t,s,300,0,positive
a,3367,375,u,g,cc,v,375,f,f,0,f,g,300,44,positive
b,4858,205,y,p,k,v,25,t,t,11,f,g,380,2732,positive
b,3367,125,u,g,w,v,1165,f,f,0,f,g,120,0,negative
a,295,1085,y,p,x,v,1,f,f,0,f,g,280,13,negative
b,3017,1085,y,p,c,v,4,f,f,0,f,g,170,179,negative
?,4083,35,u,g,i,bb,5,f,f,0,f,s,1160,0,negative
b,3483,25,y,p,w,v,3,f,f,0,f,s,200,0,negative
b,?,4,y,p,i,v,85,f,f,0,t,g,411,0,negative
b,2042,0,?,?,?,?,0,f,f,0,f,p,?,0,negative
a,3325,25,y,p,c,v,25,f,f,0,t,g,0,2,negative
b,3408,25,u,g,c,v,1,f,f,0,f,g,460,16,negative
a,2525,125,u,g,d,v,1,f,f,0,t,g,180,1062,negative
b,3475,25,u,g,cc,bb,5,f,f,0,f,g,348,0,negative
b,2767,75,u,g,q,h,165,f,f,0,t,g,220,251,negative
b,4733,65,u,g,c,v,1,f,f,0,t,g,0,228,negative
a,3483,125,y,p,i,h,5,f,f,0,t,g,160,0,negative
a,3325,3,y,p,aa,v,2,f,f,0,f,g,180,0,negative
b,28,3,u,g,w,v,75,f,f,0,t,g,300,67,negative
a,3908,4,u,g,c,v,3,f,f,0,f,g,480,0,negative
b,4275,4085,u,g,aa,v,4,f,f,0,f,g,108,100,negative
b,2692,225,u,g,i,bb,5,f,f,0,t,g,640,4000,negative
b,3375,275,u,g,i,bb,0,f,f,0,f,g,180,0,negative
b,3892,175,u,g,k,v,5,f,f,0,t,g,300,2,negative
b,6275,7,u,g,e,z,0,f,f,0,f,g,0,12,negative
?,3225,15,u,g,c,v,25,f,f,0,t,g,372,122,negative
b,2675,45,y,p,c,bb,25,f,f,0,f,g,200,1210,negative
b,6333,54,u,g,c,v,585,t,t,3,t,g,180,0,negative
b,2783,15,u,g,w,v,225,f,t,1,t,g,100,3,negative
a,2617,2,u,g,j,j,0,f,f,0,t,g,276,1,negative
b,2217,585,y,p,ff,ff,0,f,f,0,f,g,100,0,negative
b,225,115,y,p,m,v,15,f,f,0,t,g,0,4000,negative
b,3075,1585,u,g,d,v,585,f,f,0,t,s,0,0,negative
b,3667,2,u,g,i,v,25,f,f,0,t,g,221,0,negative
a,16,165,u,g,aa,v,1,f,t,2,t,g,320,1,negative
b,4117,1335,u,g,d,v,165,f,f,0,f,g,168,0,negative
a,195,165,u,g,q,v,4,f,f,0,t,g,380,0,negative
b,3242,3,u,g,d,v,165,f,f,0,t,g,120,0,negative
a,3675,471,u,g,ff,ff,0,f,f,0,f,g,160,0,negative
a,3025,55,u,g,k,v,55,f,f,0,t,s,100,0,negative
b,2308,25,u,g,ff,ff,85,f,f,0,t,g,100,4208,negative
b,2683,54,u,g,k,ff,0,f,f,0,f,g,100,0,negative
b,1692,335,y,p,k,v,29,f,f,0,f,s,200,0,negative
b,2442,2,u,g,e,dd,165,f,t,2,f,g,320,1300,negative
b,4283,125,u,g,m,v,13875,f,t,1,t,g,352,112,negative
a,2275,6165,u,g,aa,v,165,f,f,0,f,g,220,1000,negative
b,3942,171,y,p,m,v,165,f,f,0,f,s,400,0,negative
a,2358,115,y,p,k,h,3,f,f,0,t,g,20,16,negative
b,2142,75,y,p,r,n,75,f,f,0,t,g,132,2,negative
b,33,25,y,p,w,v,7,f,f,0,t,g,280,0,negative
b,2633,13,u,g,e,dd,0,f,f,0,t,g,140,1110,negative
a,45,4585,u,g,k,h,1,f,f,0,t,s,240,0,negative
b,2625,154,u,g,w,v,125,f,f,0,f,g,100,0,negative
?,2817,585,u,g,aa,v,4,f,f,0,f,g,260,1004,negative
a,2083,5,y,p,e,dd,1,f,f,0,f,g,260,0,negative
b,2867,145,u,g,d,v,125,f,f,0,f,g,0,286,negative
b,2067,835,y,p,c,v,2,f,f,0,t,s,240,0,negative
b,3442,1335,u,g,i,bb,125,f,f,0,t,g,440,4500,negative
b,3358,25,u,g,i,bb,4,f,f,0,t,s,420,0,negative
b,4317,5,u,g,i,bb,225,f,f,0,t,g,141,0,negative
a,2267,7,u,g,c,v,165,f,f,0,f,g,160,0,negative
a,2433,25,y,p,i,bb,45,f,f,0,f,g,200,456,negative
a,5683,425,y,p,ff,ff,5,f,f,0,t,g,0,4,negative
b,2208,1146,u,g,k,v,1585,f,f,0,t,g,100,1212,negative
b,34,55,y,p,c,v,15,f,f,0,t,g,60,0,negative
b,2258,15,y,p,aa,v,54,f,f,0,t,g,120,67,negative
b,2117,0,u,g,c,v,5,f,f,0,t,s,0,0,negative
b,2667,14585,u,g,i,bb,0,f,f,0,t,g,178,0,negative
b,2292,17,u,g,m,v,85,f,f,0,f,s,0,0,negative
b,1517,7,u,g,e,v,1,f,f,0,f,g,600,0,negative
b,3992,5,u,g,i,bb,21,f,f,0,f,g,550,0,negative
b,2742,125,u,g,aa,bb,25,f,f,0,t,g,720,0,negative
b,2475,54,u,g,m,v,1,f,f,0,t,g,120,1,negative
b,4117,125,y,p,w,v,25,f,f,0,f,g,0,195,negative
a,3308,1625,u,g,d,v,54,f,f,0,t,g,0,0,negative
b,2983,204,y,p,x,h,4,f,f,0,f,g,128,1,negative
a,2358,585,y,p,ff,ff,125,f,f,0,f,g,120,87,negative
b,2617,125,y,p,k,h,125,f,f,0,t,g,0,17,negative
b,31,2085,u,g,c,v,85,f,f,0,f,g,300,0,negative
b,2075,5085,y,p,j,v,29,f,f,0,f,g,140,184,negative
b,2892,375,u,g,c,v,29,f,f,0,f,g,220,140,negative
a,5192,65,u,g,i,bb,3085,f,f,0,t,g,73,0,negative
